u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,length,geometry,bearing,layer_height,stroke_group,edge_interior_angle
33344807,33144550,0,24940036,True,,,Schopenhauerstraße,residential,30,98.505,"LINESTRING (16.3454933 48.2238131, 16.344174 48.2239237)",277.2,height 1,58,"{(33144497, 33144550, 0): 103.97, (33144550, 33144503, 0): 179.771, (33344807, 33344806, 0): 128.401, (33344808, 33144550, 0): 77.118, (33344811, 33344807, 0): 98.711}"
33344807,33344806,0,28989535,True,,,Hans-Sachs-Gasse,residential,30,41.918,"LINESTRING (16.3454933 48.2238131, 16.3457224 48.2234684)",156.1,height 2,98,"{(33144500, 33344806, 0): 70.80199999999999, (33344806, 33344801, 0): 177.17899999999997, (33344806, 33344805, 0): 116.12100000000001, (33344807, 33144550, 0): 128.401, (33344811, 33344807, 0): 132.888}"
33344808,33144550,0,23713289,True,,,Kutschkergasse,residential,30,115.333,"LINESTRING (16.3444973 48.2249383, 16.344174 48.2239237)",192.0,height 2,66,"{(33144497, 33144550, 0): 178.912, (33144550, 33144503, 0): 103.111, (33344807, 33144550, 0): 77.118, (33344809, 33344808, 0): 76.812, (33344811, 33344808, 0): 103.59200000000001}"
33344809,2423479559,0,"[5010787, 24939860]",True,,,"['Maynollogasse', 'Gertrudplatz']",living_street,,152.328,"LINESTRING (16.3438705 48.2249874, 16.3438959 48.2250684, 16.3440662 48.2256117, 16.3440785 48.2256511, 16.3440831 48.2256657, 16.3442969 48.2262828, 16.3443058 48.2263002, 16.3443097 48.2263099, 16.3443157 48.2263246)",12.5,height 2,99,"{(33344809, 33344808, 0): 77.068, (33344810, 33344809, 0): 102.92099999999999, (2423479559, 33344812, 0): 97.352, (2423479559, 33344816, 0): 80.743}"
33344809,33344808,0,11384010,True,,,Schulgasse,residential,30,46.753,"LINESTRING (16.3438705 48.2249874, 16.3444017 48.2249458, 16.3444973 48.2249383)",96.7,height 1,12,"{(33344808, 33144550, 0): 76.812, (33344809, 2423479559, 0): 77.068, (33344810, 33344809, 0): 179.989, (33344811, 33344808, 0): 179.596}"
33344810,33344809,0,11384010,True,,,Schulgasse,residential,30,31.642,"LINESTRING (16.3434463 48.2250207, 16.3438705 48.2249874)",96.7,height 1,12,"{(33144503, 33344810, 0): 96.688, (33344809, 2423479559, 0): 102.92099999999999, (33344809, 33344808, 0): 179.989, (33344810, 401838, 0): 179.996}"
33344810,401838,0,11384010,True,,,Schulgasse,residential,30,103.848,"LINESTRING (16.3434463 48.2250207, 16.3421483 48.2251227, 16.3420541 48.2251301)",276.7,height 1,12,"{(33143834, 401838, 0): 93.435, (33144503, 33344810, 0): 83.31599999999999, (33344810, 33344809, 0): 179.996, (33344817, 401838, 0): 86.775, (60631071, 401838, 0): 179.443}"
33344811,33344253,0,11384010,True,,,Schulgasse,residential,30,102.471,"LINESTRING (16.3457423 48.22485, 16.3471178 48.2247525)",96.1,height 1,12,"{(33344253, 392442, 0): 179.32, (33344253, 251207329, 0): 103.72200000000001, (33344805, 33344253, 0): 77.58699999999999, (33344811, 33344807, 0): 99.44800000000001, (33344811, 33344808, 0): 180, (33344812, 33344811, 0): 79.406}"
33344811,33344807,0,28989534,True,,,Hans-Sachs-Gasse,residential,30,116.764,"LINESTRING (16.3457423 48.22485, 16.3454933 48.2238131)",189.1,height 2,98,"{(33344807, 33144550, 0): 98.711, (33344807, 33344806, 0): 132.888, (33344811, 33344253, 0): 99.44800000000001, (33344811, 33344808, 0): 80.55199999999999, (33344812, 33344811, 0): 178.85399999999998}"
33344811,33344808,0,11384010,True,,,Schulgasse,residential,30,92.75,"LINESTRING (16.3457423 48.22485, 16.344601 48.2249309, 16.3444973 48.2249383)",276.1,height 1,12,"{(33344808, 33144550, 0): 103.59200000000001, (33344809, 33344808, 0): 179.596, (33344811, 33344253, 0): 180, (33344811, 33344807, 0): 80.55199999999999, (33344812, 33344811, 0): 100.594}"
33344812,33344811,0,5010777,True,,,Hans-Sachs-Gasse,residential,30,92.597,"LINESTRING (16.3459567 48.2256704, 16.3459527 48.2256552, 16.3459406 48.2256086, 16.3457423 48.22485)",189.9,height 2,98,"{(33344811, 33344253, 0): 79.406, (33344811, 33344807, 0): 178.85399999999998, (33344811, 33344808, 0): 100.594, (251207329, 33344812, 0): 95.246, (2423479559, 33344812, 0): 84.813}"
33344816,392251,0,8092924,True,,,Riglergasse,residential,30,44.730000000000004,"LINESTRING (16.3435543 48.2264915, 16.3435581 48.2265043, 16.3435703 48.226545, 16.3436724 48.226886)",11.3,height 2,100,"{(25280685, 392251, 0): 86.937, (33344817, 33344816, 0): 101.252, (33344821, 392251, 0): 95.114, (2423479559, 33344816, 0): 81.513}"
33344817,25280685,0,36769102,True,2,,Martinstraße,tertiary,30,67.937,"LINESTRING (16.3422558 48.2266087, 16.342256 48.2266226, 16.3422568 48.2266733, 16.342279 48.227137, 16.3422994 48.2272183)",2.7,height 2,21,"{(25280685, 392251, 0): 90.47, (30696019, 25280685, 0): 84.513, (33344817, 401838, 0): 171.64800000000002, (33344817, 33344816, 0): 94.783, (33345293, 33344817, 0): 84.804}"
33344817,401838,0,341624385,True,2,,Martinstraße,tertiary,30,165.092,"LINESTRING (16.3422558 48.2266087, 16.3422537 48.2265957, 16.3422463 48.2265496, 16.3420628 48.2251943, 16.3420541 48.2251301)",185.2,height 2,21,"{(33143834, 401838, 0): 179.78999999999996, (33344810, 401838, 0): 86.775, (33344817, 25280685, 0): 171.64800000000002, (33344817, 33344816, 0): 93.569, (33345293, 33344817, 0): 86.844, (60631071, 401838, 0): 93.782}"
33344817,33344816,0,508760485,True,2,,Währinger Straße,secondary,50,97.07400000000001,"LINESTRING (16.3422558 48.2266087, 16.3423434 48.2266001, 16.3427662 48.2265618, 16.3428535 48.2265563, 16.3435543 48.2264915)",97.7,height 1,8,"{(33344816, 392251, 0): 101.252, (33344817, 25280685, 0): 94.783, (33344817, 401838, 0): 93.569, (33345293, 33344817, 0): 179.587, (2423479559, 33344816, 0): 177.23499999999999}"
33344821,393373,0,24939394,True,2,,Gentzgasse,secondary,30,275.408,"LINESTRING (16.3446996 48.2268617, 16.3450864 48.2268352, 16.3454596 48.2267569, 16.3462415 48.2265708, 16.3463966 48.2265364, 16.3470617 48.2263866, 16.3475113 48.2263129, 16.3481981 48.226232, 16.3482783 48.2262225)",105.0,height 1,17,"{(393373, 1119870220, 0): 84.104, (655032, 393373, 0): 179.338, (33344821, 392251, 0): 174.374}"
33344821,392251,0,24939394,True,2,,Gentzgasse,secondary,30,76.733,"LINESTRING (16.3446996 48.2268617, 16.3441158 48.2268443, 16.3438441 48.2268509, 16.3436724 48.226886)",272.0,height 1,17,"{(25280685, 392251, 0): 177.949, (33344816, 392251, 0): 95.114, (33344821, 393373, 0): 174.374}"
33344823,33345301,0,23711933,True,,,Leitermayergasse,residential,30,84.011,"LINESTRING (16.3392191 48.2254335, 16.3385877 48.2248059)",213.8,height 2,12,"{(33144555, 33345301, 0): 67.203, (33345301, 33345300, 0): 110.6, (33345301, 33144577, 0): 178.078, (60631071, 33344823, 0): 124.885}"
33344824,33345297,0,195532853,True,,,Teschnergasse,residential,30,83.38300000000001,"LINESTRING (16.3383056 48.2258139, 16.3383523 48.2258698, 16.3385834 48.2265382)",14.3,height 2,23,"{(33344825, 33344824, 0): 108.014, (33345297, 33345289, 0): 89.409, (33345297, 251523470, 0): 179.514, (33345300, 33344824, 0): 176.483}"
33344825,33345299,0,5010795,True,,,Anna-Frauer-Gasse,residential,30,78.156,"LINESTRING (16.3377366 48.2260422, 16.3371846 48.2254432)",211.5,height 2,101,"{(33344825, 33344824, 0): 110.8, (33345285, 33344825, 0): 70.22200000000001, (33345299, 33345298, 0): 107.97, (33345300, 33345299, 0): 71.534}"
33344825,33344824,0,620608010,True,,,Schulgasse,residential,30,49.204,"LINESTRING (16.3377366 48.2260422, 16.3383056 48.2258139)",121.1,height 1,102,"{(33344824, 33345297, 0): 108.014, (33344825, 33345299, 0): 110.8, (33345285, 33344825, 0): 178.978, (33345300, 33344824, 0): 68.469}"
33345285,33344825,0,620608010,True,,,Schulgasse,residential,30,61.684,"LINESTRING (16.3370332 48.2263391, 16.3377366 48.2260422)",122.4,height 1,102,"{(33344825, 33345299, 0): 70.22200000000001, (33344825, 33344824, 0): 178.978, (33345285, 394989, 0): 179.39499999999998, (33345298, 33345285, 0): 108.743}"
33345285,394989,0,620608010,True,,,Schulgasse,residential,30,107.593,"LINESTRING (16.3370332 48.2263391, 16.3358809 48.2268112, 16.335796 48.226846)",301.6,height 1,102,"{(394989, 33345287, 0): 97.376, (33345285, 33344825, 0): 179.39499999999998, (33345289, 394989, 0): 81.541, (33345298, 33345285, 0): 70.652, (33345311, 394989, 0): 179.978}"
33345286,33345303,0,38665945,True,,,Staudgasse,residential,30,86.441,"LINESTRING (16.3351453 48.2257474, 16.3360885 48.2252897)",126.1,height 1,11,"{(33144069, 33345303, 0): 73.877, (33345286, 283324413, 0): 105.368, (33345287, 33345286, 0): 84.031, (33345303, 33345304, 0): 178.393, (33345303, 33345298, 0): 106.568}"
33345286,283324413,0,172398664,True,,,Vinzenzgasse,residential,30,98.25,"LINESTRING (16.3351453 48.2257474, 16.3345237 48.2250387, 16.3344762 48.2249845)",210.3,height 2,15,"{(33345286, 33345303, 0): 105.368, (33345287, 33345286, 0): 170.601, (283324413, 33144491, 0): 179.144, (283324413, 29048469, 0): 105.715, (283324413, 33144069, 0): 74.877}"
33345287,33345286,0,655549764,True,,,Vinzenzgasse,residential,30,57.814,"LINESTRING (16.3354438 48.2262278, 16.3351453 48.2257474)",202.5,height 2,15,"{(394989, 33345287, 0): 177.817, (33345286, 33345303, 0): 84.031, (33345286, 283324413, 0): 170.601, (33345298, 33345287, 0): 97.866}"
33345289,33345310,0,5010791,True,,,Plenergasse,residential,30,98.39,"LINESTRING (16.3361053 48.2273665, 16.3349334 48.227783)",298.1,height 1,103,"{(33345289, 394989, 0): 78.849, (33345297, 33345289, 0): 178.916, (33345310, 33345311, 0): 85.30499999999999, (64975949, 33345310, 0): 96.09100000000001, (1850015446, 33345289, 0): 100.449}"
33345289,394989,0,327069938,True,,,Vinzenzgasse,residential,30,62.247,"LINESTRING (16.3361053 48.2273665, 16.335833 48.2269082, 16.335796 48.226846)",201.6,height 2,15,"{(394989, 33345287, 0): 178.91699999999997, (33345285, 394989, 0): 81.541, (33345289, 33345310, 0): 78.849, (33345297, 33345289, 0): 102.235, (33345311, 394989, 0): 98.437, (1850015446, 33345289, 0): 179.298}"
33345293,30696019,0,220386350,True,,,Weimarer Straße,residential,30,67.73,"LINESTRING (16.3406794 48.226844, 16.3406867 48.2268574, 16.3409709 48.22738, 16.3409908 48.2274167)",19.9,height 2,67,"{(30696019, 25280685, 0): 109.845, (33345293, 33344817, 0): 72.055, (33345294, 33345293, 0): 178.57, (33345322, 30696019, 0): 72.076, (251523470, 33345293, 0): 103.352}"
33345293,33344817,0,550487337,True,2,,Währinger Straße,secondary,50,119.702,"LINESTRING (16.3406794 48.226844, 16.3407923 48.2268228, 16.3410712 48.2267808, 16.3414749 48.2267214, 16.341603 48.2267031, 16.3418733 48.2266592, 16.3421515 48.2266197, 16.3422558 48.2266087)",102.6,height 1,8,"{(33344817, 25280685, 0): 84.804, (33344817, 401838, 0): 86.844, (33344817, 33344816, 0): 179.587, (33345293, 30696019, 0): 72.055, (33345294, 33345293, 0): 109.375, (251523470, 33345293, 0): 175.40699999999998}"
33345294,33345293,0,11371897,True,,,Weimarer Straße,residential,30,75.57400000000001,"LINESTRING (16.340325 48.2262071, 16.3403744 48.2263212, 16.3406727 48.2268324, 16.3406794 48.226844)",20.3,height 2,67,"{(33345293, 30696019, 0): 178.57, (33345293, 33344817, 0): 109.375, (60631071, 33345294, 0): 164.95600000000002, (251523470, 33345293, 0): 75.218}"
33345297,33345289,0,5010791,True,,,Plenergasse,residential,30,205.378,"LINESTRING (16.3385834 48.2265382, 16.3361053 48.2273665)",296.6,height 1,103,"{(33344824, 33345297, 0): 89.409, (33345289, 33345310, 0): 178.916, (33345289, 394989, 0): 102.235, (33345297, 251523470, 0): 91.077, (1850015446, 33345289, 0): 78.467}"
33345297,251523470,0,195532853,True,,,Teschnergasse,residential,30,104.646,"LINESTRING (16.3385834 48.2265382, 16.3387729 48.2270716, 16.338885 48.2273872, 16.3389044 48.2274417, 16.3389088 48.227454)",13.3,height 2,23,"{(33344824, 33345297, 0): 179.514, (33345297, 33345289, 0): 91.077, (251523470, 33345291, 0): 83.201, (251523470, 33345293, 0): 94.357}"
33345298,33345285,0,227970781,True,,,Mitterberggasse,residential,30,75.801,"LINESTRING (16.3365119 48.2257525, 16.3370332 48.2263391)",30.6,height 2,10,"{(33345285, 33344825, 0): 108.743, (33345285, 394989, 0): 70.652, (33345298, 33345287, 0): 107.638, (33345299, 33345298, 0): 73.065, (33345303, 33345298, 0): 179.173}"
33345298,33345287,0,471276328,True,,,Schopenhauerstraße,residential,30,95.15,"LINESTRING (16.3365119 48.2257525, 16.3354438 48.2262278)",303.7,height 1,58,"{(394989, 33345287, 0): 84.31700000000001, (33345287, 33345286, 0): 97.866, (33345298, 33345285, 0): 107.638, (33345299, 33345298, 0): 179.297, (33345303, 33345298, 0): 71.535}"
33345299,33345298,0,471276328,True,,,Schopenhauerstraße,residential,30,60.548,"LINESTRING (16.3371846 48.2254432, 16.3365119 48.2257525)",304.6,height 1,58,"{(33344825, 33345299, 0): 107.97, (33345298, 33345285, 0): 73.065, (33345298, 33345287, 0): 179.297, (33345300, 33345299, 0): 179.504, (33345303, 33345298, 0): 107.762}"
33345300,33345299,0,471276328,True,,,Schopenhauerstraße,residential,30,48.322,"LINESTRING (16.3377254 48.2252002, 16.3371846 48.2254432)",304.0,height 1,58,"{(33344825, 33345299, 0): 71.534, (33345299, 33345298, 0): 179.504, (33345300, 33344824, 0): 109.197, (33345301, 33345300, 0): 179.623, (33345304, 33345300, 0): 70.84400000000001}"
33345300,33344824,0,471276329,True,,,Teschnergasse,residential,30,80.648,"LINESTRING (16.3377254 48.2252002, 16.3383056 48.2258139)",32.2,height 2,23,"{(33344824, 33345297, 0): 176.483, (33344825, 33344824, 0): 68.469, (33345300, 33345299, 0): 109.197, (33345301, 33345300, 0): 71.18, (33345304, 33345300, 0): 179.959}"
33345301,33345300,0,28989536,True,,,Schopenhauerstraße,residential,30,77.477,"LINESTRING (16.3385877 48.2248059, 16.3377254 48.2252002)",304.5,height 1,58,"{(33144555, 33345301, 0): 177.803, (33344823, 33345301, 0): 110.6, (33345300, 33345299, 0): 179.623, (33345300, 33344824, 0): 71.18, (33345301, 33144577, 0): 71.322, (33345304, 33345300, 0): 108.779}"
33345301,33144577,0,250014287,True,,,Leitermayergasse,residential,30,72.425,"LINESTRING (16.3385877 48.2248059, 16.3380685 48.224254)",212.1,height 2,12,"{(33144555, 33345301, 0): 110.875, (33144577, 33144572, 0): 73.763, (33144577, 33143995, 0): 179.097, (33344823, 33345301, 0): 178.078, (33345301, 33345300, 0): 71.322, (33345304, 33144577, 0): 105.47}"
33345303,33345304,0,38665945,True,,,Staudgasse,residential,30,108.505,"LINESTRING (16.3360885 48.2252897, 16.3372428 48.224689)",128.0,height 1,11,"{(29048468, 33345304, 0): 73.743, (33144069, 33345303, 0): 104.516, (33345286, 33345303, 0): 178.393, (33345303, 33345298, 0): 75.039, (33345304, 33144577, 0): 179.712, (33345304, 33345300, 0): 105.859}"
33345303,33345298,0,227970781,True,,,Mitterberggasse,residential,30,60.266,"LINESTRING (16.3360885 48.2252897, 16.3365119 48.2257525)",31.4,height 2,10,"{(33144069, 33345303, 0): 179.555, (33345286, 33345303, 0): 106.568, (33345298, 33345285, 0): 179.173, (33345298, 33345287, 0): 71.535, (33345299, 33345298, 0): 107.762, (33345303, 33345304, 0): 75.039}"
33345304,33144577,0,195532851,True,,,Staudgasse,residential,30,77.982,"LINESTRING (16.3372428 48.224689, 16.3380685 48.224254)",128.3,height 1,11,"{(29048468, 33345304, 0): 105.969, (33144577, 33144572, 0): 179.233, (33144577, 33143995, 0): 73.627, (33345301, 33144577, 0): 105.47, (33345303, 33345304, 0): 179.712, (33345304, 33345300, 0): 74.429}"
33345304,33345300,0,471276329,True,,,Teschnergasse,residential,30,67.151,"LINESTRING (16.3372428 48.224689, 16.3377254 48.2252002)",32.2,height 2,23,"{(29048468, 33345304, 0): 179.602, (33345300, 33345299, 0): 70.84400000000001, (33345300, 33344824, 0): 179.959, (33345301, 33345300, 0): 108.779, (33345303, 33345304, 0): 105.859, (33345304, 33144577, 0): 74.429}"
33345310,33345311,0,8892751,True,1,,Klostergasse,residential,30,59.408,"LINESTRING (16.3349334 48.227783, 16.3347937 48.2272569)",190.0,height 2,104,"{(33345289, 33345310, 0): 85.30499999999999, (33345311, 394989, 0): 97.41900000000001, (33345320, 33345311, 0): 92.03399999999999, (64975949, 33345310, 0): 178.604}"
33345311,394989,0,442915201,True,,,Schulgasse,residential,30,87.179,"LINESTRING (16.3347937 48.2272569, 16.3357263 48.2268746, 16.335796 48.226846)",121.6,height 1,102,"{(394989, 33345287, 0): 82.646, (33345285, 394989, 0): 179.978, (33345289, 394989, 0): 98.437, (33345310, 33345311, 0): 97.41900000000001, (33345320, 33345311, 0): 170.547}"
33345319,33345320,0,829951739,True,,,Lacknergasse,residential,30,92.432,"LINESTRING (16.3331633 48.2267511, 16.333629 48.2275223)",21.9,height 2,40,"{(29048470, 33345319, 0): 178.935, (33345319, 29048469, 0): 85.403, (33345320, 33345311, 0): 108.289, (33345320, 29048460, 0): 178.39499999999998, (64975551, 33345319, 0): 104.60499999999999}"
33345319,29048469,0,"[38690113, 24939398]",True,,,"['Staudgasse', 'Klostergasse']",residential,30,191.162,"LINESTRING (16.3331633 48.2267511, 16.3341276 48.2262697, 16.3335727 48.2254445, 16.3335652 48.2254334)",168.5,height 2,46,"{(29048469, 64972028, 0): 178.643, (29048470, 29048469, 0): 98.03399999999999, (29048470, 33345319, 0): 95.662, (33345319, 33345320, 0): 85.403, (64975551, 33345319, 0): 169.99200000000002, (283324413, 29048469, 0): 82.274}"
33345320,33345311,0,442973214,True,,,Schulgasse,residential,30,91.183,"LINESTRING (16.333629 48.2275223, 16.3347937 48.2272569)",108.9,height 1,102,"{(33345310, 33345311, 0): 92.03399999999999, (33345311, 394989, 0): 170.547, (33345319, 33345320, 0): 108.289, (33345320, 29048460, 0): 73.316}"
33345320,29048460,0,829951739,True,,,Lacknergasse,residential,30,110.714,"LINESTRING (16.333629 48.2275223, 16.3341242 48.2283968, 16.3341325 48.2284115, 16.3341565 48.2284539)",20.7,height 2,40,"{(29048460, 393375, 0): 113.197, (33345319, 33345320, 0): 178.39499999999998, (33345320, 33345311, 0): 73.316, (64975131, 29048460, 0): 67.726}"
33345321,394171,0,550487328,True,2,,Gentzgasse,secondary,30,46.976,"LINESTRING (16.3388424 48.2279167, 16.338237 48.2280425)",287.3,height 1,17,"{(33345321, 33345291, 0): 75.521, (33345322, 33345321, 0): 178.149, (5316966255, 394171, 0): 178.98999999999998}"
33345321,33345291,0,5010792,True,,,Argauergasse,residential,30,47.069,"LINESTRING (16.3388424 48.2279167, 16.3386795 48.2275859, 16.3386498 48.2275256, 16.3386443 48.2275145)",198.2,height 2,105,"{(33345321, 394171, 0): 75.521, (33345322, 33345321, 0): 102.628, (251523470, 33345291, 0): 76.52600000000001, (1850015448, 33345291, 0): 104.71}"
33345322,30696019,0,550487328,True,2,,Gentzgasse,secondary,30,112.85499999999999,"LINESTRING (16.339552 48.2277452, 16.3402548 48.2275537, 16.3409908 48.2274167)",108.9,height 1,17,"{(30696019, 25280685, 0): 178.07899999999998, (33345293, 30696019, 0): 72.076, (33345322, 33345321, 0): 178.318}"
33345322,33345321,0,550487328,True,2,,Gentzgasse,secondary,30,55.916,"LINESTRING (16.339552 48.2277452, 16.3394782 48.227763, 16.3388424 48.2279167)",289.9,height 1,17,"{(33345321, 394171, 0): 178.149, (33345321, 33345291, 0): 102.628, (33345322, 30696019, 0): 178.318}"
33345323,2507395450,0,5010770,True,,,Michelbeuerngasse,residential,30,129.532,"LINESTRING (16.351151 48.2218487, 16.3528206 48.2215028)",107.3,height 1,106,"{(33344339, 33345323, 0): 74.93, (33345323, 33345324, 0): 104.156, (33345335, 33345323, 0): 179.26500000000001, (2382977342, 2507395450, 0): 103.301, (2507395450, 33345328, 0): 179.96599999999998, (2507395450, 2507395454, 0): 77.198}"
33345323,33345324,0,27116344,True,,,Wilhelm-Exner-Gasse,residential,30,59.734,"LINESTRING (16.351151 48.2218487, 16.3509032 48.2213375)",197.9,height 2,42,"{(33344339, 33345323, 0): 179.086, (33345323, 2507395450, 0): 104.156, (33345324, 2507395459, 0): 178.94400000000002, (33345324, 33345335, 0): 103.58800000000001, (33345335, 33345323, 0): 76.579, (2507395454, 33345324, 0): 75.455}"
33345324,2507395459,0,"[27116344, 5010775]",True,,,"['Wilhelm-Exner-Gasse', 'Gießergasse']",residential,30,189.91,"LINESTRING (16.3509032 48.2213375, 16.3506686 48.2208299, 16.3521291 48.220527, 16.352355 48.2204801)",131.6,height 1,42,"{(33345323, 33345324, 0): 178.94400000000002, (33345324, 33345335, 0): 77.46799999999999, (2507395454, 33345324, 0): 103.489, (2507395454, 2507395459, 0): 103.398, (2507395459, 33345326, 0): 179.97199999999998, (2507395459, 378721, 0): 78.008}"
33345324,33345335,0,"[5010772, 84346597]",True,,,"['Tendlergasse', 'Prechtlgasse']",residential,30,173.435,"LINESTRING (16.3509032 48.2213375, 16.3494667 48.22165, 16.3498826 48.2221285)",319.3,height 2,107,"{(33345323, 33345324, 0): 103.58800000000001, (33345324, 2507395459, 0): 77.46799999999999, (33345335, 33345323, 0): 118.55600000000001, (33345335, 33345334, 0): 179.56099999999998, (2507395454, 33345324, 0): 179.043}"
33345326,33345327,0,194468314,True,,,Spitalgasse,secondary,50,60.462999999999994,"LINESTRING (16.3524752 48.2204552, 16.3526368 48.2208325, 16.3527031 48.2209773)",16.2,height 2,17,"{(33182088, 33345326, 0): 178.859, (33345327, 2507395454, 0): 76.708, (33345327, 33345328, 0): 179.44, (2507395459, 33345326, 0): 101.52000000000001}"
33345327,2507395454,0,5010773,True,,,Tendlergasse,residential,30,8.533000000000001,"LINESTRING (16.3527031 48.2209773, 16.3526681 48.2209843, 16.3526268 48.2209926, 16.3525928 48.2209994)",286.7,height 1,107,"{(33345326, 33345327, 0): 76.708, (33345327, 33345328, 0): 102.732, (2507395450, 2507395454, 0): 77.111, (2507395454, 33345324, 0): 179.994, (2507395454, 2507395459, 0): 102.80499999999999}"
33345327,33345328,0,194468314,True,,,Spitalgasse,secondary,50,58.394000000000005,"LINESTRING (16.3527031 48.2209773, 16.3527718 48.2211313, 16.3529301 48.2214802)",16.7,height 2,17,"{(33345326, 33345327, 0): 179.44, (33345327, 2507395454, 0): 102.732, (33345328, 1370935901, 0): 170.545, (2507395450, 33345328, 0): 77.199}"
33345328,1370935901,0,"[238228441, 124048196]",True,2,,Spitalgasse,secondary,50,54.867000000000004,"LINESTRING (16.3529301 48.2214802, 16.3530557 48.2216674, 16.3531888 48.2219418)",20.5,height 2,17,"{(33345327, 33345328, 0): 170.545, (1370935901, 25778306, 0): 175.802, (2507395450, 33345328, 0): 112.256}"
33345330,33345331,0,24581118,True,1,,Schlagergasse,residential,30,74.95700000000001,"LINESTRING (16.3505 48.2240503, 16.3504914 48.2240369, 16.3504589 48.2239865, 16.3500997 48.2234312)",203.3,height 2,108,"{(33345331, 378728, 0): 106.83, (33345331, 33345333, 0): 179.49800000000002, (251207323, 33345330, 0): 89.681, (3963787755, 33345330, 0): 90.324}"
33345331,378728,0,5010768,True,,,Klammergasse,residential,30,53.242,"LINESTRING (16.3500997 48.2234312, 16.34944 48.2236212)",293.4,height 1,109,"{(378728, 1629378075, 0): 91.59700000000001, (33345330, 33345331, 0): 106.83, (33345331, 33345333, 0): 73.672, (33345332, 378728, 0): 114.369}"
33345331,33345333,0,24581118,True,1,,Schlagergasse,residential,30,66.059,"LINESTRING (16.3500997 48.2234312, 16.3497525 48.222884)",202.9,height 2,108,"{(33345330, 33345331, 0): 179.49800000000002, (33345331, 378728, 0): 73.672, (33345332, 33345333, 0): 108.635, (33345333, 33345334, 0): 72.047}"
33345332,33345333,0,5010771,True,,,Severingasse,residential,30,67.846,"LINESTRING (16.3488929 48.2230945, 16.3497525 48.222884)",110.2,height 1,97,"{(33144414, 33345332, 0): 126.578, (33345331, 33345333, 0): 108.635, (33345332, 378728, 0): 54.488, (33345333, 33345334, 0): 179.31799999999998}"
33345332,378728,0,337654522,True,3,B221,Währinger Gürtel,primary,50,71.392,"LINESTRING (16.3488929 48.2230945, 16.3492619 48.2234122, 16.34944 48.2236212)",34.7,height 2,5,"{(378728, 1629378075, 0): 154.034, (33144414, 33345332, 0): 178.934, (33345331, 378728, 0): 114.369, (33345332, 33345333, 0): 54.488}"
33345333,33345334,0,84346626,True,,,Severingasse,residential,30,50.546,"LINESTRING (16.3497525 48.222884, 16.3503889 48.2227201)",111.1,height 1,97,"{(33344339, 33345334, 0): 178.714, (33345331, 33345333, 0): 72.047, (33345332, 33345333, 0): 179.31799999999998, (33345334, 251207323, 0): 115.255, (33345335, 33345334, 0): 63.885}"
33345334,251207323,0,84346614,True,,,Prechtlgasse,residential,30,115.87700000000001,"LINESTRING (16.3503889 48.2227201, 16.351096 48.2235719, 16.3511323 48.2236213, 16.3511414 48.2236336)",28.8,height 2,107,"{(33344339, 33345334, 0): 63.458999999999996, (33345333, 33345334, 0): 115.255, (33345335, 33345334, 0): 179.14, (251207323, 33345330, 0): 86.516, (251207323, 251207322, 0): 93.993}"
33345335,33345323,0,5010770,True,,,Michelbeuerngasse,residential,30,98.984,"LINESTRING (16.3498826 48.2221285, 16.351151 48.2218487)",108.3,height 1,106,"{(33344339, 33345323, 0): 104.335, (33345323, 2507395450, 0): 179.26500000000001, (33345323, 33345324, 0): 76.579, (33345324, 33345335, 0): 118.55600000000001, (33345335, 33345334, 0): 61.882999999999996}"
33345335,33345334,0,84346610,True,,,Prechtlgasse,residential,30,75.725,"LINESTRING (16.3498826 48.2221285, 16.3503889 48.2227201)",29.7,height 2,107,"{(33344339, 33345334, 0): 117.40100000000001, (33345324, 33345335, 0): 179.56099999999998, (33345333, 33345334, 0): 63.885, (33345334, 251207323, 0): 179.14, (33345335, 33345323, 0): 61.882999999999996}"
33345337,3963787755,0,"[24581112, 192797028]",True,1,,Franz-Salmhofer-Platz,residential,30,26.464,"LINESTRING (16.350612 48.224293, 16.3505841 48.2242126, 16.3505349 48.2241735, 16.3504368 48.2241095, 16.3504229 48.2241004)",213.2,height 2,39,"{(26405238, 33345337, 0): 177.13799999999998, (28982561, 33345337, 0): 99.97500000000001, (3963787755, 33345330, 0): 66.22800000000001, (3963787755, 251207325, 0): 113.738}"
50655844,33144747,0,4996517,True,,,Rokitanskygasse,residential,30,110.51,"LINESTRING (16.3306833 48.2245889, 16.3301183 48.2236691)",202.3,height 2,70,"{(33144463, 50655844, 0): 95.556, (33144747, 33144759, 0): 179.274, (33144747, 26405248, 0): 81.82300000000001, (33144750, 33144747, 0): 98.541, (50655844, 50655845, 0): 85.20400000000001, (64970487, 50655844, 0): 179.67}"
50655844,50655845,0,27541033,True,,,Schumanngasse,residential,30,80.743,"LINESTRING (16.3306833 48.2245889, 16.3298143 48.2250272)",307.1,height 1,14,"{(33144463, 50655844, 0): 179.24, (50655844, 33144747, 0): 85.20400000000001, (50655845, 33144750, 0): 99.77199999999999, (64970487, 50655844, 0): 94.46600000000001, (64971266, 50655845, 0): 77.469}"
