u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,length,geometry,bearing,layer_height,stroke_group,edge_interior_angle
33144500,33144497,0,24940053,True,,,Staudgasse,residential,30,44.658,"LINESTRING (16.3444459 48.2231404, 16.3440916 48.223047, 16.343871 48.2230317)",254.2,height 1,11,"{(655012, 33144500, 0): 106.416, (33144494, 33144497, 0): 172.648, (33144497, 33144550, 0): 104.795, (33144497, 358517297, 0): 111.09800000000001, (33144500, 33344806, 0): 179.643}"
33144503,33344810,0,749696272,True,,,Theresiengasse,residential,30,114.712,"LINESTRING (16.3432442 48.2239979, 16.3434463 48.2250207)",7.5,height 2,44,"{(33144494, 33144503, 0): 172.882, (33144503, 33143834, 0): 96.587, (33144550, 33144503, 0): 83.386, (33344810, 33344809, 0): 96.688, (33344810, 401838, 0): 83.31599999999999}"
33144503,33143834,0,24940036,True,,,Schopenhauerstraße,residential,30,99.38900000000001,"LINESTRING (16.3432442 48.2239979, 16.3419925 48.2240984, 16.3419122 48.2241049)",276.9,height 1,58,"{(33143834, 33144555, 0): 175.67399999999998, (33143834, 401838, 0): 86.789, (33143834, 33143829, 0): 92.497, (33144494, 33144503, 0): 76.295, (33144503, 33344810, 0): 96.587, (33144550, 33144503, 0): 179.97299999999998}"
33144550,33144503,0,24940036,True,,,Schopenhauerstraße,residential,30,69.372,"LINESTRING (16.344174 48.2239237, 16.3432442 48.2239979)",276.8,height 1,58,"{(33144494, 33144503, 0): 103.732, (33144497, 33144550, 0): 75.801, (33144503, 33344810, 0): 83.386, (33144503, 33143834, 0): 179.97299999999998, (33344807, 33144550, 0): 179.771, (33344808, 33144550, 0): 103.111}"
33144555,33144566,0,4996522,True,,,Abt-Karl-Gasse,residential,30,95.149,"LINESTRING (16.3399554 48.2244141, 16.3397192 48.223573)",190.6,height 2,67,"{(33143834, 33144555, 0): 96.706, (33144555, 60631071, 0): 179.558, (33144555, 33345301, 0): 82.03699999999999, (33144566, 33144560, 0): 86.681, (33144572, 33144566, 0): 91.501}"
33144555,60631071,0,8092843,True,,,Abt-Karl-Gasse,residential,30,95.383,"LINESTRING (16.3399554 48.2244141, 16.3401854 48.2252581)",10.3,height 2,67,"{(33143834, 33144555, 0): 83.736, (33144555, 33144566, 0): 179.558, (33144555, 33345301, 0): 97.521, (60631071, 33344823, 0): 85.044, (60631071, 401838, 0): 101.326, (60631071, 33345294, 0): 173.159}"
33144555,33345301,0,28989536,True,,,Schopenhauerstraße,residential,30,111.619,"LINESTRING (16.3399554 48.2244141, 16.3394916 48.224477, 16.3392042 48.2245521, 16.3385877 48.2248059)",293.3,height 1,58,"{(33143834, 33144555, 0): 178.74300000000002, (33144555, 33144566, 0): 82.03699999999999, (33144555, 60631071, 0): 97.521, (33344823, 33345301, 0): 67.203, (33345301, 33345300, 0): 177.803, (33345301, 33144577, 0): 110.875}"
33144560,283324407,0,4996485,True,,,Eduardgasse,residential,30,84.03699999999999,"LINESTRING (16.3404827 48.2234056, 16.3400306 48.222728, 16.3400219 48.222715)",204.0,height 2,68,"{(33144560, 33143829, 0): 112.185, (33144566, 33144560, 0): 68.655, (283324407, 25280482, 0): 108.571, (283324407, 392301, 0): 71.191, (283324407, 33144475, 0): 179.84799999999998}"
33144560,33143829,0,195532852,True,,,Staudgasse,residential,30,101.198,"LINESTRING (16.3404827 48.2234056, 16.3417076 48.2231558, 16.3417921 48.2231494)",106.4,height 1,11,"{(33143829, 33144494, 0): 178.793, (33143829, 392301, 0): 86.212, (33143834, 33143829, 0): 94.78399999999999, (33144560, 283324407, 0): 112.185, (33144566, 33144560, 0): 179.16}"
33144566,33144560,0,195532852,True,,,Staudgasse,residential,30,59.545,"LINESTRING (16.3397192 48.223573, 16.3404827 48.2234056)",108.2,height 1,11,"{(33144555, 33144566, 0): 86.681, (33144560, 283324407, 0): 68.655, (33144560, 33143829, 0): 179.16, (33144572, 33144566, 0): 178.182}"
33144572,33144566,0,195532852,True,,,Staudgasse,residential,30,49.497,"LINESTRING (16.3390945 48.2237309, 16.3397192 48.223573)",110.8,height 1,11,"{(25280482, 33144572, 0): 114.888, (33144555, 33144566, 0): 91.501, (33144566, 33144560, 0): 178.182, (33144577, 33144572, 0): 167.171}"
33144577,33144572,0,195532852,True,,,Staudgasse,residential,30,95.709,"LINESTRING (16.3380685 48.224254, 16.3390945 48.2237309)",127.4,height 1,11,"{(25280482, 33144572, 0): 77.941, (33144572, 33144566, 0): 167.171, (33144577, 33143995, 0): 107.14, (33345301, 33144577, 0): 73.763, (33345304, 33144577, 0): 179.233}"
33144577,33143995,0,250014287,True,,,Leitermayergasse,residential,30,86.253,"LINESTRING (16.3380685 48.224254, 16.337448 48.2236149, 16.3374361 48.2236027)",212.9,height 2,12,"{(33143995, 3956260281, 0): 179.774, (33143995, 29048468, 0): 112.67, (33143995, 25280482, 0): 67.3, (33144577, 33144572, 0): 107.14, (33345301, 33144577, 0): 179.097, (33345304, 33144577, 0): 73.627}"
33144583,33143898,0,210597181,True,,,Leo-Slezak-Gasse,residential,30,92.633,"LINESTRING (16.3397278 48.2189455, 16.3398591 48.2189203, 16.340282 48.2188192, 16.3409226 48.2187018)",107.0,height 1,60,"{(33143898, 33143888, 0): 100.71799999999999, (33143898, 3312560802, 0): 179.465, (33143911, 33143898, 0): 78.84700000000001, (33144629, 33144583, 0): 80.141, (33144821, 33144583, 0): 100.345, (245498398, 33144583, 0): 176.452}"
33144588,245498398,0,28079386,True,,,Beheimgasse,residential,30,105.588,"LINESTRING (16.3380305 48.2193773, 16.3386613 48.2192173, 16.3393624 48.2190394)",110.8,height 1,60,"{(33144626, 33144588, 0): 69.217, (245498398, 33144583, 0): 179.826, (245498398, 245498397, 0): 80.431, (245498401, 245498398, 0): 100.858, (264055538, 33144588, 0): 177.68099999999998, (264061926, 33144588, 0): 94.646}"
33144591,33144695,0,150133452,True,,,Kalvarienberggasse,residential,30,73.411,"LINESTRING (16.3331256 48.2203904, 16.3329009 48.2197474)",193.1,height 2,23,"{(33144591, 264055538, 0): 97.833, (33144596, 33144591, 0): 85.924, (33144640, 33144591, 0): 155.753, (33144695, 33144700, 0): 93.833, (33144695, 33144774, 0): 179.937, (304116126, 33144695, 0): 82.186}"
33144591,264055538,0,227970769,True,,,Beheimgasse,residential,30,226.93099999999998,"LINESTRING (16.3331256 48.2203904, 16.3344245 48.2201278, 16.336055 48.2197941)",107.0,height 1,60,"{(33144591, 33144695, 0): 97.833, (33144596, 33144591, 0): 176.243, (33144640, 33144591, 0): 57.92, (264055537, 264055538, 0): 81.44500000000001, (264055538, 264055539, 0): 98.55199999999999, (264055538, 33144588, 0): 179.65200000000002}"
33144596,33144644,0,5010790,True,,,Weidmanngasse,residential,30,68.265,"LINESTRING (16.3323449 48.2206023, 16.3327043 48.2211676)",23.0,height 2,10,"{(33144596, 33144591, 0): 72.739, (33144601, 33144596, 0): 106.993, (33144640, 33144644, 0): 105.293, (33144644, 392224, 0): 179.37, (33144644, 33144648, 0): 75.38499999999999, (33144700, 33144596, 0): 171.86}"
33144596,33144591,0,37519305,True,,,Beheimgasse,residential,30,62.454,"LINESTRING (16.3323449 48.2206023, 16.3331256 48.2203904)",112.2,height 1,60,"{(33144591, 33144695, 0): 85.924, (33144591, 264055538, 0): 176.243, (33144596, 33144644, 0): 72.739, (33144601, 33144596, 0): 179.732, (33144640, 33144591, 0): 118.32300000000001, (33144700, 33144596, 0): 99.12100000000001}"
33144601,33144596,0,37519305,True,,,Beheimgasse,residential,30,69.028,"LINESTRING (16.3314843 48.2208402, 16.331502 48.2208353, 16.3315553 48.2208206, 16.3323449 48.2206023)",112.5,height 1,60,"{(33144596, 33144644, 0): 106.993, (33144596, 33144591, 0): 179.732, (33144605, 33144601, 0): 176.748, (33144648, 33144601, 0): 79.167, (33144700, 33144596, 0): 81.14699999999999, (33144706, 33144601, 0): 100.411}"
33144605,33144712,0,4996503,True,,,Kastnergasse,residential,30,76.649,"LINESTRING (16.3306752 48.2211138, 16.330311 48.2204686)",200.6,height 2,69,"{(33144605, 33144601, 0): 100.762, (33144611, 33144605, 0): 79.533, (33144652, 33144605, 0): 179.47299999999998, (33144706, 33144712, 0): 75.973, (33144712, 33144782, 0): 172.92900000000003, (33144712, 33174086, 0): 100.36}"
33144605,33144601,0,37519305,True,,,Beheimgasse,residential,30,67.22,"LINESTRING (16.3306752 48.2211138, 16.3314666 48.2208462, 16.3314843 48.2208402)",116.9,height 1,60,"{(33144601, 33144596, 0): 176.748, (33144605, 33144712, 0): 100.762, (33144611, 33144605, 0): 179.70499999999998, (33144648, 33144601, 0): 97.581, (33144652, 33144605, 0): 79.765, (33144706, 33144601, 0): 82.841}"
33144611,33174087,0,37519304,True,,,Lacknergasse,residential,30,71.609,"LINESTRING (16.3297548 48.2214303, 16.3301412 48.2220206)",23.6,height 2,40,"{(33144611, 33144605, 0): 75.769, (33144616, 33144611, 0): 105.103, (33144652, 33174087, 0): 104.419, (33174086, 33144611, 0): 178.909, (33174087, 33144755, 0): 179.344, (33174087, 33144655, 0): 75.759}"
33144611,33144605,0,172289387,True,,,Beheimgasse,residential,30,76.734,"LINESTRING (16.3297548 48.2214303, 16.3306752 48.2211138)",117.3,height 1,60,"{(33144605, 33144712, 0): 79.533, (33144605, 33144601, 0): 179.70499999999998, (33144611, 33174087, 0): 75.769, (33144616, 33144611, 0): 179.128, (33144652, 33144605, 0): 99.94, (33174086, 33144611, 0): 105.322}"
33144616,33144719,0,60640438,True,,,Rokitanskygasse,residential,30,75.914,"LINESTRING (16.328936 48.221698, 16.3285369 48.2210692)",202.9,height 2,70,"{(33144616, 33144611, 0): 104.298, (33144621, 33144616, 0): 76.504, (33144655, 33144616, 0): 157.36200000000002, (33144719, 92739749, 0): 104.207, (33144808, 33144719, 0): 179.602, (33174086, 33144719, 0): 75.85900000000001}"
33144616,33144611,0,172289387,True,,,Beheimgasse,residential,30,67.57,"LINESTRING (16.328936 48.221698, 16.3297548 48.2214303)",116.1,height 1,60,"{(33144611, 33174087, 0): 105.103, (33144611, 33144605, 0): 179.128, (33144616, 33144719, 0): 104.298, (33144621, 33144616, 0): 179.19799999999998, (33144655, 33144616, 0): 98.34, (33174086, 33144611, 0): 73.806}"
33144621,92739749,0,358608377,True,,,Rosensteingasse,residential,30,76.575,"LINESTRING (16.3280054 48.2220036, 16.3276881 48.2213482)",197.9,height 2,2,"{(33144621, 33144616, 0): 103.517, (33144659, 33144621, 0): 178.42499999999998, (33144719, 92739749, 0): 82.363, (92739749, 33144817, 0): 178.955}"
33144621,33144616,0,172289387,True,,,Beheimgasse,residential,30,76.95400000000001,"LINESTRING (16.3280054 48.2220036, 16.3281112 48.2219805, 16.328936 48.221698)",116.2,height 1,60,"{(33144616, 33144719, 0): 76.504, (33144616, 33144611, 0): 179.19799999999998, (33144621, 92739749, 0): 103.517, (33144655, 33144616, 0): 80.858, (33144659, 33144621, 0): 74.908}"
33144626,33144588,0,23711934,True,,,Syringgasse,residential,30,65.996,"LINESTRING (16.3384073 48.2199151, 16.3380305 48.2193773)",205.0,height 2,65,"{(33144422, 33144626, 0): 177.293, (33144588, 245498398, 0): 69.217, (33144626, 264055539, 0): 66.68, (245498401, 33144626, 0): 113.374, (264055538, 33144588, 0): 113.102, (264061926, 33144588, 0): 163.863}"
33144626,264055539,0,53555533,True,,,Blumengasse,residential,30,166.431,"LINESTRING (16.3384073 48.2199151, 16.336262 48.2203592)",287.3,height 1,71,"{(33144422, 33144626, 0): 110.613, (33144626, 33144588, 0): 66.68, (245498401, 33144626, 0): 179.946, (264055538, 264055539, 0): 98.422, (264055539, 33144633, 0): 179.915, (264055539, 264055540, 0): 60.488}"
33144629,245498401,0,4996484,True,,,Blumengasse,residential,30,25.318,"LINESTRING (16.3399699 48.2195895, 16.339772 48.2196325, 16.3397134 48.2196452, 16.339645 48.2196601)",288.1,height 1,71,"{(33144629, 33144424, 0): 98.247, (33144629, 33144583, 0): 82.001, (245498401, 33144626, 0): 179.353, (245498401, 245498398, 0): 100.638}"
33144629,33144424,0,11381454,True,2,,Martinstraße,tertiary,30,111.61599999999999,"LINESTRING (16.3399699 48.2195895, 16.3400683 48.2198526, 16.340231 48.2202584, 16.3403692 48.2204932, 16.340405 48.2205487)",16.8,height 2,21,"{(33143888, 33144424, 0): 107.11699999999999, (33144424, 33144422, 0): 72.45700000000001, (33144467, 33144424, 0): 179.23899999999998, (33144629, 245498401, 0): 98.247, (33144629, 33144583, 0): 179.752}"
33144629,33144583,0,11381454,True,2,,Martinstraße,tertiary,30,73.822,"LINESTRING (16.3399699 48.2195895, 16.3399083 48.2194226, 16.3397278 48.2189455)",194.1,height 2,21,"{(33144583, 33143898, 0): 80.141, (33144629, 245498401, 0): 82.001, (33144629, 33144424, 0): 179.752, (33144821, 33144583, 0): 179.514, (245498398, 33144583, 0): 96.31099999999999}"
33144633,33144637,0,30190610,True,,,Blumengasse,residential,30,62.265,"LINESTRING (16.3349181 48.2206395, 16.3341114 48.2207966)",286.3,height 1,71,"{(33144640, 33144637, 0): 179.432, (33144941, 33144633, 0): 118.016, (264055539, 33144633, 0): 179.239, (320192043, 33144637, 0): 56.56999999999999}"
33144640,33144644,0,53556203,True,,,Blumengasse,residential,30,73.191,"LINESTRING (16.3336007 48.2208909, 16.3327043 48.2211676)",294.9,height 1,71,"{(33144596, 33144644, 0): 105.293, (33144640, 33144591, 0): 63.644999999999996, (33144640, 33144637, 0): 173.312, (33144644, 392224, 0): 75.337, (33144644, 33144648, 0): 179.322, (33144947, 33144640, 0): 116.687}"
33144640,33144591,0,150133452,True,,,Kalvarienberggasse,residential,30,65.85,"LINESTRING (16.3336007 48.2208909, 16.3331256 48.2203904)",212.3,height 2,23,"{(33144591, 33144695, 0): 155.753, (33144591, 264055538, 0): 57.92, (33144596, 33144591, 0): 118.32300000000001, (33144640, 33144644, 0): 63.644999999999996, (33144640, 33144637, 0): 123.043, (33144947, 33144640, 0): 179.668}"
33144640,33144637,0,171978225,True,,,Dornerplatz,residential,30,39.261,"LINESTRING (16.3336007 48.2208909, 16.3339504 48.2208263, 16.3341114 48.2207966)",105.5,height 1,71,"{(33144633, 33144637, 0): 179.432, (33144640, 33144644, 0): 173.312, (33144640, 33144591, 0): 123.043, (33144947, 33144640, 0): 56.625, (320192043, 33144637, 0): 123.998}"
33144644,392224,0,5010790,True,,,Weidmanngasse,residential,30,118.744,"LINESTRING (16.3327043 48.2211676, 16.3333166 48.2221545)",22.5,height 2,10,"{(392224, 33144947, 0): 99.131, (392224, 393924, 0): 179.953, (33144596, 33144644, 0): 179.37, (33144640, 33144644, 0): 75.337, (33144644, 33144648, 0): 103.985, (162796578, 392224, 0): 82.123}"
33144644,33144648,0,53556203,True,,,Blumengasse,residential,30,75.103,"LINESTRING (16.3327043 48.2211676, 16.331869 48.2214363, 16.3318078 48.221456, 16.3317914 48.2214613)",295.8,height 1,71,"{(33144596, 33144644, 0): 75.38499999999999, (33144640, 33144644, 0): 179.322, (33144644, 392224, 0): 103.985, (33144648, 33144601, 0): 98.436, (33144648, 33144652, 0): 179.26299999999998, (162796578, 33144648, 0): 81.606}"
33144648,33144601,0,11384861,True,,,Hormayrgasse,residential,50,72.714,"LINESTRING (16.3317914 48.2214613, 16.3317707 48.2214195, 16.3314843 48.2208402)",198.2,height 2,15,"{(33144601, 33144596, 0): 79.167, (33144605, 33144601, 0): 97.581, (33144644, 33144648, 0): 98.436, (33144648, 33144652, 0): 82.301, (33144706, 33144601, 0): 179.57799999999997, (162796578, 33144648, 0): 179.958}"
33144648,33144652,0,53556203,True,,,Blumengasse,residential,30,64.693,"LINESTRING (16.3317914 48.2214613, 16.3317751 48.2214668, 16.3317192 48.2214857, 16.3310124 48.2217242)",296.9,height 1,71,"{(33144644, 33144648, 0): 179.26299999999998, (33144648, 33144601, 0): 82.301, (33144652, 33144605, 0): 100.271, (33144652, 33174087, 0): 179.85700000000003, (33144997, 33144652, 0): 79.099, (162796578, 33144648, 0): 97.657}"
33144652,33144605,0,4996503,True,,,Kastnergasse,residential,30,72.325,"LINESTRING (16.3310124 48.2217242, 16.3306752 48.2211138)",200.2,height 2,69,"{(33144605, 33144712, 0): 179.47299999999998, (33144605, 33144601, 0): 79.765, (33144611, 33144605, 0): 99.94, (33144648, 33144652, 0): 100.271, (33144652, 33174087, 0): 79.872, (33144997, 33144652, 0): 179.37}"
33144652,33174087,0,53556203,True,,,Blumengasse,residential,30,72.47,"LINESTRING (16.3310124 48.2217242, 16.3301412 48.2220206)",297.1,height 1,71,"{(33144611, 33174087, 0): 104.419, (33144648, 33144652, 0): 179.85700000000003, (33144652, 33144605, 0): 79.872, (33144997, 33144652, 0): 100.758, (33174087, 33144755, 0): 76.237, (33174087, 33144655, 0): 179.822}"
33144655,33144659,0,294583330,True,,,Blumengasse,residential,30,79.869,"LINESTRING (16.3292942 48.2223117, 16.3283356 48.2226404)",297.2,height 1,71,"{(33144655, 33144616, 0): 76.634, (33144659, 33144621, 0): 98.481, (33144750, 33144659, 0): 81.181, (33144759, 33144655, 0): 102.86, (33174087, 33144655, 0): 179.95999999999998}"
33144655,33144616,0,60640437,True,,,Rokitanskygasse,residential,30,73.47999999999999,"LINESTRING (16.3292942 48.2223117, 16.3289471 48.2217625, 16.328936 48.221698)",201.2,height 2,70,"{(33144616, 33144719, 0): 157.36200000000002, (33144616, 33144611, 0): 98.34, (33144621, 33144616, 0): 80.858, (33144655, 33144659, 0): 76.634, (33144759, 33144655, 0): 179.494, (33174087, 33144655, 0): 103.326}"
33144659,33144621,0,4996486,True,,,Rosensteingasse,residential,30,74.915,"LINESTRING (16.3283356 48.2226404, 16.3280054 48.2220036)",199.1,height 2,2,"{(33144621, 92739749, 0): 178.42499999999998, (33144621, 33144616, 0): 74.908, (33144655, 33144659, 0): 98.481, (33144750, 33144659, 0): 179.66199999999998}"
33144695,33144700,0,227970783,True,,,Pezzlgasse,residential,30,67.176,"LINESTRING (16.3329009 48.2197474, 16.3320632 48.2199786)",292.5,height 1,72,"{(33144591, 33144695, 0): 93.833, (33144695, 33144774, 0): 86.104, (33144700, 33144596, 0): 81.122, (33144700, 33144706, 0): 179.691, (304116126, 33144695, 0): 176.019}"
33144695,33144774,0,150133452,True,,,Kalvarienberggasse,residential,30,72.17999999999999,"LINESTRING (16.3329009 48.2197474, 16.3327015 48.2191788, 16.3326792 48.2191153)",193.2,height 2,23,"{(33144591, 33144695, 0): 179.937, (33144695, 33144700, 0): 86.104, (33144774, 151027887, 0): 81.75500000000001, (33144774, 1630416833, 0): 178.733, (162796582, 33144774, 0): 98.274, (304116126, 33144695, 0): 97.87700000000001}"
33144700,33144596,0,5010790,True,,,Weidmanngasse,residential,30,72.424,"LINESTRING (16.3320632 48.2199786, 16.3323449 48.2206023)",16.7,height 2,10,"{(33144596, 33144644, 0): 171.86, (33144596, 33144591, 0): 99.12100000000001, (33144601, 33144596, 0): 81.14699999999999, (33144695, 33144700, 0): 81.122, (33144700, 33144706, 0): 99.187}"
33144700,33144706,0,227970783,True,,,Pezzlgasse,residential,30,70.467,"LINESTRING (16.3320632 48.2199786, 16.331276 48.2201913, 16.3311998 48.2202119, 16.3311818 48.2202168)",292.1,height 1,72,"{(33144695, 33144700, 0): 179.691, (33144700, 33144596, 0): 99.187, (33144706, 33144601, 0): 79.34299999999999, (33144706, 33144712, 0): 173.485, (162796582, 33144706, 0): 100.403}"
33144706,33144601,0,11384861,True,,,Hormayrgasse,residential,50,72.852,"LINESTRING (16.3311818 48.2202168, 16.3314843 48.2208402)",17.9,height 2,15,"{(33144601, 33144596, 0): 100.411, (33144605, 33144601, 0): 82.841, (33144648, 33144601, 0): 179.57799999999997, (33144700, 33144706, 0): 79.34299999999999, (33144706, 33144712, 0): 94.14200000000001, (162796582, 33144706, 0): 179.746}"
33144706,33144712,0,227970783,True,,,Pezzlgasse,residential,30,70.387,"LINESTRING (16.3311818 48.2202168, 16.331165 48.2202235, 16.3310573 48.2202628, 16.330311 48.2204686)",293.5,height 1,72,"{(33144605, 33144712, 0): 75.973, (33144700, 33144706, 0): 173.485, (33144706, 33144601, 0): 94.14200000000001, (33144712, 33144782, 0): 111.098, (33144712, 33174086, 0): 176.333, (162796582, 33144706, 0): 86.112}"
